date,gas price,oil price,coal price,carbon price
2016-04-08 00:00:00,27.45,41.94,45.11,5.72
2016-04-11 00:00:00,27.1,42.83,45.58,5.88
2016-04-12 00:00:00,27.9,44.69,45.71,5.9
2016-04-13 00:00:00,28.35,44.18,46.35,5.84
2016-04-14 00:00:00,28.75,43.84,47.55,5.91
2016-04-15 00:00:00,29,43.1,47.89,5.77
2016-04-18 00:00:00,29.5,42.91,48.56,5.77
2016-04-19 00:00:00,28.75,44.03,49.06,5.87
2016-04-20 00:00:00,28.1,45.8,49.25,5.83
2016-04-21 00:00:00,30.4,44.53,49.98,6.04
2016-04-22 00:00:00,31.5,45.11,49.71,6.26
2016-04-25 00:00:00,31.2,44.48,49.58,6.2
2016-04-26 00:00:00,36,45.74,50.35,6.92
2016-04-27 00:00:00,34.2,47.18,50.4,7.14
2016-04-28 00:00:00,31.7,48.14,50.64,6.64
2016-04-29 00:00:00,32.1,48.13,51.1,6.48
2016-05-02 00:00:00,32.1,45.83,51.1,6.42
2016-05-03 00:00:00,28.9,44.97,50.78,6.29
2016-05-04 00:00:00,28.3,44.62,50.63,6.43
2016-05-05 00:00:00,29.6,45.01,50.8,6.49
2016-05-06 00:00:00,29.85,45.37,50.41,6.15
2016-05-09 00:00:00,30.75,43.63,50.1,6
2016-05-10 00:00:00,29.9,45.52,50.26,6.2
2016-05-11 00:00:00,30.8,47.6,50.91,6.32
2016-05-12 00:00:00,30.25,48.08,51.01,6.09
2016-05-13 00:00:00,29.65,47.83,51.06,6.15
2016-05-16 00:00:00,30,48.97,52.1,6.4
2016-05-17 00:00:00,30.825,49.28,52.34,6.34
2016-05-18 00:00:00,30.25,48.93,52.49,6.35
2016-05-19 00:00:00,29.65,48.81,52.08,6.29
2016-05-20 00:00:00,30.15,48.72,51.9,6.26
2016-05-23 00:00:00,29.75,48.35,52.03,6.03
2016-05-24 00:00:00,30.15,48.61,52.16,6.09
2016-05-25 00:00:00,29.55,49.74,52.88,6.16
2016-05-26 00:00:00,32.1,49.59,53.4,6.32
2016-05-27 00:00:00,33,49.32,53.88,6.34
2016-05-30 00:00:00,33,49.76,53.88,6.42
2016-05-31 00:00:00,33.6,49.69,54.5,6.4
2016-06-01 00:00:00,34.6,49.72,55.14,6.27
2016-06-02 00:00:00,34.95,50.04,56.51,6.32
2016-06-03 00:00:00,35.3,49.64,57.7,6.24
2016-06-06 00:00:00,36.05,50.55,59.29,6.5
2016-06-07 00:00:00,34.9,51.44,58.68,6.4
2016-06-08 00:00:00,33.8,52.51,57.53,6.38
2016-06-09 00:00:00,35.15,51.95,57.25,6.39
2016-06-10 00:00:00,36,50.54,56.46,6.24
2016-06-13 00:00:00,32.4,50.35,56.48,6.14
2016-06-14 00:00:00,33.5,49.83,56.95,6.14
2016-06-15 00:00:00,33.6,48.97,57.65,6.19
2016-06-16 00:00:00,34.15,47.19,58.33,5.99
2016-06-17 00:00:00,33.75,49.17,59.85,5.95
2016-06-20 00:00:00,34.9,50.65,62.55,6.13
2016-06-21 00:00:00,34.15,50.62,59.75,5.83
2016-06-22 00:00:00,33.9,49.88,61.63,5.97
2016-06-23 00:00:00,34,50.91,60.89,5.92
2016-06-24 00:00:00,35.5,48.41,58.94,5.23
2016-06-27 00:00:00,34.05,47.16,57.93,5.04
2016-06-28 00:00:00,33.25,48.58,58.24,4.97
2016-06-29 00:00:00,35,50.61,58.76,4.78
2016-06-30 00:00:00,33.65,49.68,59.6,4.73
2016-07-01 00:00:00,33.35,50.35,60.76,4.88
2016-07-04 00:00:00,34.5,50.1,61.71,5.22
2016-07-05 00:00:00,34.45,47.96,61.28,4.97
2016-07-06 00:00:00,34.2,48.8,60.83,4.83
2016-07-07 00:00:00,34.05,46.4,61.71,4.82
2016-07-08 00:00:00,32.9,46.76,60.75,4.79
2016-07-11 00:00:00,33.2,46.25,60.31,4.67
2016-07-12 00:00:00,34,48.47,62.36,4.87
2016-07-13 00:00:00,33.3,46.26,62.96,5.03
2016-07-14 00:00:00,33.05,47.37,63.26,5.02
2016-07-15 00:00:00,32.75,47.61,64.19,5.17
2016-07-18 00:00:00,33.95,46.96,63.71,5.09
2016-07-19 00:00:00,34,46.66,62.91,4.91
2016-07-20 00:00:00,35,47.17,62.53,4.92
2016-07-21 00:00:00,35.6,46.2,62.36,4.89
2016-07-22 00:00:00,35.85,45.69,62.2,4.8
2016-07-25 00:00:00,37,44.72,62.78,4.84
2016-07-26 00:00:00,36.6,44.87,63.61,4.75
2016-07-27 00:00:00,36.1,43.47,64.83,4.77
2016-07-28 00:00:00,35.4,42.7,65.25,4.72
2016-07-29 00:00:00,34.3,42.46,65.49,4.66
2016-08-01 00:00:00,34.2,42.14,65.33,4.61
2016-08-02 00:00:00,33.6,41.8,64.78,4.65
2016-08-03 00:00:00,32.85,43.1,64.09,4.87
2016-08-04 00:00:00,34.15,44.29,62.01,4.92
2016-08-05 00:00:00,33.45,44.27,59.91,4.95
2016-08-08 00:00:00,33.2,45.39,62.93,5.18
2016-08-09 00:00:00,33.25,44.98,63.24,5.11
2016-08-10 00:00:00,32.4,44.05,61.75,5
2016-08-11 00:00:00,32.5,46.04,63.13,5.11
2016-08-12 00:00:00,31.25,46.97,64.41,5.13
2016-08-15 00:00:00,28,48.35,63.83,5.02
2016-08-16 00:00:00,29.6,49.23,63.66,4.91
2016-08-17 00:00:00,29.05,49.85,63.56,4.71
2016-08-18 00:00:00,29.75,50.89,62.11,4.92
2016-08-19 00:00:00,27.3,50.88,61.03,5
2016-08-22 00:00:00,28.5,49.16,61.18,5.13
2016-08-23 00:00:00,30.1,49.96,61.84,4.94
2016-08-24 00:00:00,28.3,49.05,61.23,4.82
2016-08-25 00:00:00,28.25,49.67,61.39,4.92
2016-08-26 00:00:00,28,49.92,61.7,4.9
2016-08-29 00:00:00,28,49.26,61.7,4.9
2016-08-30 00:00:00,26,48.37,62.7,4.75
2016-08-31 00:00:00,21.75,47.04,62.18,4.67
2016-09-01 00:00:00,22.2,45.45,62.2,4.59
2016-09-02 00:00:00,26,46.83,62.73,4.29
2016-09-05 00:00:00,28.6,47.63,63.08,4.12
2016-09-06 00:00:00,27.85,47.26,63.39,4.33
2016-09-07 00:00:00,24.2,47.98,61.59,4.21
2016-09-08 00:00:00,24.35,49.99,60.85,4.28
2016-09-09 00:00:00,24,48.01,60.84,4.28
2016-09-12 00:00:00,21.25,48.32,60.89,4.23
2016-09-13 00:00:00,22.1,47.1,61.43,4.23
2016-09-14 00:00:00,20.9,45.85,61.76,4.18
2016-09-15 00:00:00,26,46.59,62.26,4.34
2016-09-16 00:00:00,28,45.77,62.18,4.56
2016-09-19 00:00:00,32.5,45.95,62.73,4.6
2016-09-20 00:00:00,30.25,45.88,62.78,4.36
2016-09-21 00:00:00,33,46.83,64.05,4.41
2016-09-22 00:00:00,34.8,47.65,63.96,4.62
2016-09-23 00:00:00,34,45.89,64.35,4.74
2016-09-26 00:00:00,34,47.35,65.19,4.82
2016-09-27 00:00:00,33.5,45.97,64.75,4.62
2016-09-28 00:00:00,34.25,48.69,67.45,5.14
2016-09-29 00:00:00,36,49.24,68.25,5.22
2016-09-30 00:00:00,35,49.06,66.69,5.15
2016-10-03 00:00:00,26.5,50.89,69.08,5.5
2016-10-04 00:00:00,33,50.87,68.95,5.41
2016-10-05 00:00:00,36.5,51.86,69.71,5.68
2016-10-06 00:00:00,37.25,52.51,71.25,6.07
2016-10-07 00:00:00,41.5,51.93,69.72,5.89
2016-10-10 00:00:00,40,53.14,68.14,5.87
2016-10-11 00:00:00,43,52.41,66.88,5.64
2016-10-12 00:00:00,42.1,51.81,68.87,5.72
2016-10-13 00:00:00,41.725,52.03,69.93,5.85
2016-10-14 00:00:00,42.85,51.95,71.61,6.01
2016-10-17 00:00:00,41.25,51.52,73.71,6.07
2016-10-18 00:00:00,44.1,51.68,76.65,6.15
2016-10-19 00:00:00,45.4,52.67,73.06,5.87
2016-10-20 00:00:00,47,51.38,72.06,5.77
2016-10-21 00:00:00,45.8,51.78,74.2,6.08
2016-10-24 00:00:00,46.9,51.46,74.51,6
2016-10-25 00:00:00,48,50.79,74.99,6
2016-10-26 00:00:00,46.2,49.98,76.17,6.12
2016-10-27 00:00:00,45.9,50.47,75.67,5.99
2016-10-28 00:00:00,44.15,49.71,75.79,6.07
2016-10-31 00:00:00,46.75,48.3,78.5,6.09
2016-11-01 00:00:00,49.4,48.14,81.16,6.22
2016-11-02 00:00:00,53,46.86,79.8,6.43
2016-11-03 00:00:00,51.5,46.35,81.75,6.69
2016-11-04 00:00:00,46,45.58,83.81,6.6
2016-11-07 00:00:00,49.625,46.15,85.45,6.43
2016-11-08 00:00:00,48.25,46.04,84.09,6.35
2016-11-09 00:00:00,49,46.36,83.98,6.33
2016-11-10 00:00:00,47.55,45.84,82.53,6.12
2016-11-11 00:00:00,47.25,44.75,80.42,5.87
2016-11-14 00:00:00,46.2,44.43,74.99,5.6
2016-11-15 00:00:00,45.05,46.95,74.54,5.93
2016-11-16 00:00:00,46.35,46.63,70.94,5.74
2016-11-17 00:00:00,45.35,46.49,69.8,6.09
2016-11-18 00:00:00,47.6,46.86,67.8,5.77
2016-11-21 00:00:00,44.6,48.9,69.35,5.68
2016-11-22 00:00:00,45.5,49.12,72.63,5.7
2016-11-23 00:00:00,46.85,48.95,69.53,5.57
2016-11-24 00:00:00,47.1,49,71.38,5.53
2016-11-25 00:00:00,48,47.24,70.63,5.19
2016-11-28 00:00:00,48.65,48.24,71.59,4.91
2016-11-29 00:00:00,49.55,46.38,71.11,4.73
2016-11-30 00:00:00,50.15,50.47,71.55,4.74
2016-12-01 00:00:00,49.55,53.94,71.73,4.62
2016-12-02 00:00:00,47,54.46,70.56,4.46
2016-12-05 00:00:00,46.5,54.94,69.56,4.54
2016-12-06 00:00:00,43,53.93,66.45,4.66
2016-12-07 00:00:00,43,53,66,4.46
2016-12-08 00:00:00,42.7,53.89,68.48,4.79
2016-12-09 00:00:00,43.5,54.33,69.23,4.61
2016-12-12 00:00:00,44.95,55.69,70.51,5.05
2016-12-13 00:00:00,44.6,55.72,70.4,4.97
2016-12-14 00:00:00,44.05,53.9,71.6,5.2
2016-12-15 00:00:00,44.35,54.02,72.83,5.02
2016-12-16 00:00:00,45.5,55.21,73.21,5.11
2016-12-19 00:00:00,45.75,54.92,73.2,5.27
2016-12-20 00:00:00,45.4,55.35,74.3,5.42
2016-12-21 00:00:00,45.85,54.46,74.98,5.99
2016-12-22 00:00:00,47,55.05,75.43,6.26
2016-12-23 00:00:00,47.55,55.16,75.6,6.4
2016-12-26 00:00:00,47.55,55.16,75.6,6.4
2016-12-27 00:00:00,47.55,56.09,75.6,6.5
2016-12-28 00:00:00,51.25,56.22,76.05,6.5
2016-12-29 00:00:00,51.55,56.14,76.5,6.53
2016-12-30 00:00:00,52.9,56.82,77.01,6.74
2017-01-02 00:00:00,52.9,56.82,71.15,6.31
2017-01-03 00:00:00,48.85,55.47,68.05,5.61
2017-01-04 00:00:00,50.5,56.46,68.5,5.9
2017-01-05 00:00:00,50.475,56.89,69.9,5.47
2017-01-06 00:00:00,49.3,57.1,68.8,5.22
2017-01-09 00:00:00,50.25,54.94,67.85,5.45
2017-01-10 00:00:00,53.65,53.64,69.55,5.69
2017-01-11 00:00:00,54.2,55.1,72.76,5.69
2017-01-12 00:00:00,55.1,56.01,73.5,5.22
2017-01-13 00:00:00,55,55.45,72.75,5.22
2017-01-16 00:00:00,52.4,55.86,72.75,4.86
2017-01-17 00:00:00,52.95,55.47,76.81,5.16
2017-01-18 00:00:00,53.5,53.92,74.9,5
2017-01-19 00:00:00,54,54.16,73.15,5.35
2017-01-20 00:00:00,56,55.49,73.4,5.58
2017-01-23 00:00:00,57.5,55.23,75.15,5.48
2017-01-24 00:00:00,57,55.44,73.9,5.24
2017-01-25 00:00:00,53.15,55.08,71.9,5.13
2017-01-26 00:00:00,53.6,56.24,71.65,5.35
2017-01-27 00:00:00,52.75,55.52,70.9,5.08
2017-01-30 00:00:00,55.5,55.23,71.9,5.34
2017-01-31 00:00:00,56.1,55.7,73.8,5.53
2017-02-01 00:00:00,57.5,56.8,73.64,5.45
2017-02-02 00:00:00,57.2,56.56,74.75,5.4
2017-02-03 00:00:00,59.75,56.81,73.8,5.33
2017-02-06 00:00:00,59.75,55.72,72.7,5.27
2017-02-07 00:00:00,57.8,55.05,73.25,5.34
2017-02-08 00:00:00,54.3,55.12,72.3,5.39
2017-02-09 00:00:00,55,55.63,72.95,5.46
2017-02-10 00:00:00,52.2,56.7,72.26,5.29
2017-02-13 00:00:00,49.6,55.59,71.56,5.08
2017-02-14 00:00:00,48.4,55.97,70.3,5.32
2017-02-15 00:00:00,49,55.75,73.01,5.26
2017-02-16 00:00:00,49.9,55.65,73.36,5.12
2017-02-17 00:00:00,47.8,55.81,73.55,5.15
2017-02-20 00:00:00,45.75,56.18,75.1,5.27
2017-02-21 00:00:00,45.525,56.66,74.71,5.23
2017-02-22 00:00:00,45.15,55.84,74.45,5.25
2017-02-23 00:00:00,47.2,56.58,74.99,5.54
2017-02-24 00:00:00,46.1,55.99,74.75,5.57
2017-02-27 00:00:00,45.1,55.93,74,5.37
2017-02-28 00:00:00,44.6,55.59,73.3,5.41
2017-03-01 00:00:00,44.5,56.36,74.4,6.1
2017-03-02 00:00:00,43.4,55.08,73.71,5.65
2017-03-03 00:00:00,42.8,55.9,72.99,5.78
2017-03-06 00:00:00,43.25,56.01,73.03,5.67
2017-03-07 00:00:00,43.1,55.92,70.98,5.56
2017-03-08 00:00:00,42.4,53.11,70.76,5.42
2017-03-09 00:00:00,41.9,52.19,69.61,5.3
2017-03-10 00:00:00,41.75,51.37,70.5,5.35
2017-03-13 00:00:00,40.35,51.35,67.8,5.34
2017-03-14 00:00:00,41.5,50.92,67.55,5.29
2017-03-15 00:00:00,41.375,51.81,67.2,5.38
2017-03-16 00:00:00,40.3,51.74,66.7,5.33
2017-03-17 00:00:00,40.75,51.76,66.9,5.32
2017-03-20 00:00:00,40.65,51.62,66.85,5.17
2017-03-21 00:00:00,40.7,50.96,65.5,5.12
2017-03-22 00:00:00,40.3,50.64,65.05,5.15
2017-03-23 00:00:00,39.6,50.56,66.45,5.16
2017-03-24 00:00:00,39,50.8,70.4,4.95
2017-03-27 00:00:00,38.1,50.75,68.95,4.81
2017-03-28 00:00:00,39,51.33,70.8,4.92
2017-03-29 00:00:00,39.5,52.42,71.13,4.95
2017-03-30 00:00:00,39.95,52.96,71.06,5.11
2017-03-31 00:00:00,38.5,52.83,71.36,4.88
2017-04-03 00:00:00,40.3,53.12,73.56,5.05
2017-04-04 00:00:00,40.9,54.17,72.29,4.82
2017-04-05 00:00:00,40.85,54.36,73.01,5
2017-04-06 00:00:00,40.55,54.89,73.24,5.25
2017-04-07 00:00:00,40.05,55.24,72.3,5.07
2017-04-10 00:00:00,38.25,55.98,70.25,4.97
2017-04-11 00:00:00,38,56.23,69.85,5.06
2017-04-12 00:00:00,38.15,55.86,70.05,5.13
2017-04-13 00:00:00,38.55,55.89,70.7,5.14
2017-04-14 00:00:00,38.55,55.89,70.7,5.14
2017-04-17 00:00:00,38.55,55.36,70.7,5.14
2017-04-18 00:00:00,39.2,54.89,70.9,5.06
2017-04-19 00:00:00,39.4,52.93,71.05,5.04
2017-04-20 00:00:00,39.3,52.99,71.63,4.94
2017-04-21 00:00:00,40.2,51.96,71.43,4.76
2017-04-24 00:00:00,40.2,51.6,70.3,4.84
2017-04-25 00:00:00,40.7,52.1,69.9,4.69
2017-04-26 00:00:00,42,51.82,70.45,4.8
2017-04-27 00:00:00,42,51.44,71.05,4.75
2017-04-28 00:00:00,41.3,51.73,71.34,4.76
2017-05-01 00:00:00,41.3,51.52,71.34,4.76
2017-05-02 00:00:00,43.9,50.46,71.89,4.63
2017-05-03 00:00:00,41.8,50.79,70.63,4.59
2017-05-04 00:00:00,41,48.38,69.78,4.69
2017-05-05 00:00:00,40.2,49.1,69.98,4.76
2017-05-08 00:00:00,39.8,49.34,68.4,4.61
2017-05-09 00:00:00,41,48.73,68.2,4.71
2017-05-10 00:00:00,40,50.22,68.56,4.64
2017-05-11 00:00:00,39.25,50.77,67.45,4.54
2017-05-12 00:00:00,40.5,50.84,67.91,4.65
2017-05-15 00:00:00,39.65,51.82,67.94,4.58
2017-05-16 00:00:00,41,51.65,68.65,4.73
2017-05-17 00:00:00,41.1,52.21,69.88,4.77
2017-05-18 00:00:00,40.6,52.51,69.76,4.95
2017-05-19 00:00:00,40.4,53.61,69.73,5.04
2017-05-22 00:00:00,37.25,53.87,71.04,5.11
2017-05-23 00:00:00,37,54.15,70.83,4.95
2017-05-24 00:00:00,36.9,53.96,69.95,5.12
2017-05-25 00:00:00,36.55,51.46,69.49,5.19
2017-05-26 00:00:00,36.5,52.15,69.4,5.4
2017-05-29 00:00:00,36.5,52.29,69.4,5.39
2017-05-30 00:00:00,38.4,51.84,70.35,5.35
2017-05-31 00:00:00,36.9,50.31,69.7,5.17
2017-06-01 00:00:00,36.45,50.63,70.6,5.27
2017-06-02 00:00:00,36.75,49.95,71.2,5.36
2017-06-05 00:00:00,36.5,49.47,72.14,5.37
2017-06-06 00:00:00,35.9,50.12,71.79,5.17
2017-06-07 00:00:00,36.9,48.06,72.78,5.08
2017-06-08 00:00:00,37.5,47.86,73.56,5.25
2017-06-09 00:00:00,37.8,48.15,73.42,5.24
2017-06-12 00:00:00,35.3,48.29,72.4,5.12
2017-06-13 00:00:00,33,48.72,71.74,5.22
2017-06-14 00:00:00,28.1,47,71.26,5.14
2017-06-15 00:00:00,25.5,46.92,72.14,5.15
2017-06-16 00:00:00,31,47.37,72,5.08
2017-06-19 00:00:00,32.7,46.91,72.55,5.13
2017-06-20 00:00:00,34.8,46.02,72.03,5.17
2017-06-21 00:00:00,36,44.82,71.78,5.08
2017-06-22 00:00:00,37.5,45.22,71.75,5.07
2017-06-23 00:00:00,35,45.54,71.05,5.07
2017-06-26 00:00:00,37,45.83,71.16,4.98
2017-06-27 00:00:00,37.6,46.65,72.33,5.15
2017-06-28 00:00:00,38.45,47.31,73.12,5.15
2017-06-29 00:00:00,37,47.42,72.21,5.28
2017-06-30 00:00:00,36.45,47.92,71.65,5.24
2017-07-03 00:00:00,38.8,49.68,72.95,5.35
2017-07-04 00:00:00,37.3,49.61,73.77,5.33
2017-07-05 00:00:00,38.05,47.79,74.55,5.25
2017-07-06 00:00:00,37.85,48.11,74.97,5.45
2017-07-07 00:00:00,36.45,46.71,74.83,5.56
2017-07-10 00:00:00,35.75,46.88,74.05,5.62
2017-07-11 00:00:00,34.5,47.52,74.22,5.55
2017-07-12 00:00:00,35.75,47.74,73.6,5.7
2017-07-13 00:00:00,33.5,48.42,72.99,5.58
2017-07-14 00:00:00,33.4,48.91,73.28,5.64
2017-07-17 00:00:00,36.4,48.42,74.23,5.64
2017-07-18 00:00:00,35.25,48.84,76.62,5.67
2017-07-19 00:00:00,34.45,49.7,76.01,5.59
2017-07-20 00:00:00,37.75,49.3,76.26,5.5
2017-07-21 00:00:00,36.5,48.06,76.48,5.29
2017-07-24 00:00:00,36.95,48.6,75.15,5.33
2017-07-25 00:00:00,36.7,50.2,75.89,5.36
2017-07-26 00:00:00,38.3,50.97,74.97,5.45
2017-07-27 00:00:00,38.5,51.49,75.3,5.34
2017-07-28 00:00:00,38.65,52.52,76.95,5.38
2017-07-31 00:00:00,39.25,52.65,78.63,5.42
2017-08-01 00:00:00,38.25,51.78,77.4,5.49
2017-08-02 00:00:00,38.2,52.36,76.94,5.62
2017-08-03 00:00:00,39,52.01,77.46,5.63
2017-08-04 00:00:00,40.1,52.42,77.95,5.55
2017-08-07 00:00:00,42,52.37,78.2,5.46
2017-08-08 00:00:00,41.2,52.14,76.95,5.46
2017-08-09 00:00:00,42.75,52.7,78.02,5.56
2017-08-10 00:00:00,42.4,51.9,78.73,5.56
2017-08-11 00:00:00,43.7,52.1,79.45,5.59
2017-08-14 00:00:00,42.05,50.73,79.5,5.72
2017-08-15 00:00:00,41.6,50.8,78.67,5.73
2017-08-16 00:00:00,43,50.27,80.14,5.99
2017-08-17 00:00:00,42.8,51.03,80.85,6.01
2017-08-18 00:00:00,43.5,52.72,80.93,6.01
2017-08-21 00:00:00,44.75,51.66,80.78,5.94
2017-08-22 00:00:00,44.5,51.87,80.19,5.97
2017-08-23 00:00:00,45.2,52.57,80.53,6.14
2017-08-24 00:00:00,44.85,52.04,80.86,6.15
2017-08-25 00:00:00,44.3,52.41,81.03,6.29
2017-08-28 00:00:00,44.3,51.89,81.16,6.3
2017-08-29 00:00:00,45.6,52,81.39,6.24
2017-08-30 00:00:00,46.1,50.86,81.11,6.22
2017-08-31 00:00:00,45,52.38,80.03,6.14
2017-09-01 00:00:00,45.15,52.75,80.55,6.03
2017-09-04 00:00:00,45.15,52.34,81.6,6.11
2017-09-05 00:00:00,45.8,53.38,82.67,6.7
2017-09-06 00:00:00,45.85,54.2,82.35,6.89
2017-09-07 00:00:00,45.9,54.49,82.65,7.1
2017-09-08 00:00:00,45.85,53.78,83.58,7.26
2017-09-11 00:00:00,46.45,53.84,84.18,7.07
2017-09-12 00:00:00,47.1,54.27,83.82,7.06
2017-09-13 00:00:00,47.8,55.16,85.5,7.3
2017-09-14 00:00:00,47.25,55.47,86.37,7.3
2017-09-15 00:00:00,46.1,55.62,85.38,7.14
2017-09-18 00:00:00,50,55.48,84.62,6.92
2017-09-19 00:00:00,47,55.14,86.26,7.22
2017-09-20 00:00:00,45.5,56.29,86.4,7.1
2017-09-21 00:00:00,48.2,56.43,84.33,6.75
2017-09-22 00:00:00,43.65,56.86,84.54,6.84
2017-09-25 00:00:00,47.2,59.02,85.93,7.48
2017-09-26 00:00:00,46.15,58.44,84.39,7.18
2017-09-27 00:00:00,46.5,57.9,84.1,7.13
2017-09-28 00:00:00,47.025,57.41,82.32,7.15
2017-09-29 00:00:00,43.85,57.54,80.29,7.26
2017-10-02 00:00:00,44.35,56.12,81.21,7.13
2017-10-03 00:00:00,46.4,56,82.15,7.19
2017-10-04 00:00:00,47,55.8,83.29,7.11
2017-10-05 00:00:00,47.3,57,83.33,7.09
2017-10-06 00:00:00,47.75,55.62,82.04,7.19
2017-10-09 00:00:00,48.5,55.79,82.09,7.15
2017-10-10 00:00:00,45,56.61,83.51,7.59
2017-10-11 00:00:00,44.25,56.94,84.96,7.58
2017-10-12 00:00:00,42.95,56.25,85.65,7.61
2017-10-13 00:00:00,43.95,57.17,86.18,7.52
2017-10-16 00:00:00,42,57.82,87.45,7.55
2017-10-17 00:00:00,44,57.88,87.09,7.61
2017-10-18 00:00:00,45.95,58.15,88.1,8.01
2017-10-19 00:00:00,43.8,57.23,85.99,7.85
2017-10-20 00:00:00,44.525,57.75,85.97,7.77
2017-10-23 00:00:00,45.1,57.37,85.55,7.64
2017-10-24 00:00:00,45.15,58.33,86.73,7.68
2017-10-25 00:00:00,44.75,58.44,86.8,7.61
2017-10-26 00:00:00,46.25,59.3,87.23,7.41
2017-10-27 00:00:00,43.95,60.44,88.24,7.38
2017-10-30 00:00:00,47,60.9,88.04,7.35
2017-10-31 00:00:00,48.1,61.37,89.64,7.57
2017-11-01 00:00:00,47.8,60.49,90.07,7.71
2017-11-02 00:00:00,48.2,60.62,89.44,7.86
2017-11-03 00:00:00,48,62.07,87.98,8.08
2017-11-06 00:00:00,50.9,64.27,88.88,8.12
2017-11-07 00:00:00,50.4,63.69,88.7,7.97
2017-11-08 00:00:00,51.4,63.49,88.25,7.93
2017-11-09 00:00:00,51.8,63.93,87.7,7.76
2017-11-10 00:00:00,52,63.52,88.87,7.61
2017-11-13 00:00:00,54.475,63.16,88.68,7.56
2017-11-14 00:00:00,52.9,62.21,86.84,7.6
2017-11-15 00:00:00,51.05,61.87,86.96,7.9
2017-11-16 00:00:00,51.7,61.36,85.43,7.7
2017-11-17 00:00:00,51.85,62.72,84.45,7.68
2017-11-20 00:00:00,53.25,62.22,85.88,7.65
2017-11-21 00:00:00,52.6,62.57,85.83,7.6
2017-11-22 00:00:00,53.4,63.32,85.15,7.58
2017-11-23 00:00:00,55.25,63.55,86.38,7.87
2017-11-24 00:00:00,56.5,63.86,87.59,7.96
2017-11-27 00:00:00,55.6,63.84,88.02,7.9
2017-11-28 00:00:00,57.25,63.61,88.14,7.79
2017-11-29 00:00:00,57.25,63.11,88.82,7.89
2017-11-30 00:00:00,56.55,63.57,88.39,7.72
2017-12-01 00:00:00,58.1,63.73,88.25,7.88
2017-12-04 00:00:00,58.55,62.45,89.67,7.75
2017-12-05 00:00:00,57.5,62.86,89.22,7.62
2017-12-06 00:00:00,57.5,61.22,89.5,7.47
2017-12-07 00:00:00,59.1,62.2,90.04,7.54
2017-12-08 00:00:00,57.7,63.4,90.86,7.33
2017-12-11 00:00:00,68,64.69,92.54,7.39
2017-12-12 00:00:00,73,63.34,92.96,7.33
2017-12-13 00:00:00,69,62.44,91.7,7.27
2017-12-14 00:00:00,61.3,63.31,92.66,7.29
2017-12-15 00:00:00,59.85,63.23,92.68,7.38
2017-12-18 00:00:00,62.35,63.41,92.8,7.59
2017-12-19 00:00:00,59,63.8,92.09,7.7
2017-12-20 00:00:00,58.8,64.56,91.5,7.97
2017-12-21 00:00:00,58,64.9,91.54,8.18
2017-12-22 00:00:00,55.25,65.25,91.61,8.35
2017-12-25 00:00:00,55.25,67.02,91.61,8.35
2017-12-26 00:00:00,55.25,67.02,91.61,8.35
2017-12-27 00:00:00,55.4,66.44,91.58,8.33
2017-12-28 00:00:00,56.8,66.72,92.29,8.37
2017-12-29 00:00:00,53.15,66.87,92.5,8.35
2018-01-01 00:00:00,53.15,66.87,92.5,8.35
2018-01-02 00:00:00,52.65,66.57,89.6,7.97
2018-01-03 00:00:00,51.2,67.84,89.05,7.99
2018-01-04 00:00:00,52.75,68.07,89.28,7.93
2018-01-05 00:00:00,51.4,67.62,90.26,7.94
2018-01-08 00:00:00,53.3,67.78,90.31,7.82
2018-01-09 00:00:00,53.3,68.82,90.21,7.94
2018-01-10 00:00:00,52.45,69.2,89.73,8.03
2018-01-11 00:00:00,52.75,69.26,88.44,7.96
2018-01-12 00:00:00,53.35,69.87,89.03,8.01
2018-01-15 00:00:00,52.5,70.26,90.03,7.95
2018-01-16 00:00:00,50.75,69.15,89.22,8.2
2018-01-17 00:00:00,50.25,69.38,88.74,8.33
2018-01-18 00:00:00,50,69.31,89.05,8.64
2018-01-19 00:00:00,50.35,68.61,89.78,8.91
2018-01-22 00:00:00,49.5,69.03,89.08,8.9
2018-01-23 00:00:00,48.75,69.96,89.86,9.16
2018-01-24 00:00:00,47.2,70.53,89.87,9.61
2018-01-25 00:00:00,47.75,70.42,91.43,9.39
2018-01-26 00:00:00,47.5,70.52,91.52,9.24
2018-01-29 00:00:00,46.85,69.46,90.65,9.15
2018-01-30 00:00:00,47,69.02,88.89,9.03
2018-01-31 00:00:00,47.8,69.05,87.28,9.42
2018-02-01 00:00:00,49.7,69.65,86.13,9.42
2018-02-02 00:00:00,50.8,68.58,86.53,9.1
2018-02-05 00:00:00,49.5,67.62,86.66,9.21
2018-02-06 00:00:00,51,66.86,84.78,8.94
2018-02-07 00:00:00,52.25,65.51,85.3,9.14
2018-02-08 00:00:00,50.1,64.81,82.17,9.27
2018-02-09 00:00:00,49.8,62.79,81.08,9.37
2018-02-12 00:00:00,50.6,62.59,82.9,9.63
2018-02-13 00:00:00,52.5,62.72,84.07,10.05
2018-02-14 00:00:00,50.4,64.36,85.19,9.75
2018-02-15 00:00:00,48.3,64.33,84.7,9.69
2018-02-16 00:00:00,50.925,64.84,85.78,9.67
2018-02-19 00:00:00,54.2,65.67,87.78,10.03
2018-02-20 00:00:00,55.25,65.25,88.03,9.87
